"","mass","weight","prion_status"
"1",0.828587639844045,0.0152437202632427,"non-prion"
"2",0.624494946096092,0.605444332351908,"prion"
"3",0.246619537007064,0.69114062958397,"non-prion"
"4",0.879880004329607,0.0238199103623629,"non-prion"
"5",0.414403403643519,0.562967952108011,"non-prion"
"6",0.969852135749534,0.595080065308139,"prion"
"7",0.600283345207572,0.621845653047785,"prion"
"8",0.545930481981486,0.450572815025225,"non-prion"
"9",0.0321201225742698,0.771171692758799,"non-prion"
"10",0.908826450584456,0.668121225200593,"prion"
"11",0.833207717165351,0.326933693839237,"non-prion"
"12",0.855612101964653,0.359106658725068,"non-prion"
"13",0.422686101170257,0.175581708550453,"non-prion"
"14",0.551838842919096,0.948196582961828,"prion"
"15",0.853007908212021,0.799169533653185,"prion"
"16",0.101980531588197,0.0651903708931059,"non-prion"
"17",0.194318599067628,0.0711337816901505,"non-prion"
"18",0.15356690925546,0.628217790042982,"non-prion"
"19",0.0964041287079453,0.691957820672542,"non-prion"
"20",0.948247321881354,0.246094454778358,"non-prion"
"21",0.39075584942475,0.454866180429235,"non-prion"
"22",0.0532900474499911,0.451760448515415,"non-prion"
"23",0.629662849009037,0.841866399161518,"prion"
"24",0.917994956951588,0.309304405236617,"non-prion"
"25",0.0548020307905972,0.207756632007658,"non-prion"
"26",0.823630711762235,0.118500516284257,"non-prion"
"27",0.499147329246625,0.00611320999450982,"non-prion"
"28",0.579869747860357,0.0970791492145509,"non-prion"
"29",0.23027630825527,0.987925213063136,"prion"
"30",0.739378790603951,0.289037887006998,"non-prion"
"31",0.487932830816135,0.382432708051056,"non-prion"
"32",0.352015621028841,0.170213487464935,"non-prion"
"33",0.823304968187585,0.49795559910126,"non-prion"
"34",0.239085733192042,0.318967540282756,"non-prion"
"35",0.20165085978806,0.613319253316149,"non-prion"
"36",0.6001785651315,0.910610842518508,"prion"
"37",0.0206077136099339,0.694958216976374,"non-prion"
"38",0.727661460638046,0.212329380679876,"non-prion"
"39",0.959359021158889,0.261512393131852,"non-prion"
"40",0.231264219386503,0.53295466164127,"non-prion"
"41",0.825548473745584,0.268497527344152,"non-prion"
"42",0.244742219569162,0.30287826852873,"non-prion"
"43",0.574845507973805,0.359826209722087,"non-prion"
"44",0.422904287697747,0.919926607515663,"prion"
"45",0.734265160281211,0.297159338835627,"non-prion"
"46",0.98250535922125,0.617731894133613,"prion"
"47",0.415406350744888,0.424496639054269,"non-prion"
"48",0.421942145563662,0.344412566162646,"non-prion"
"49",0.22689334442839,0.0849495958536863,"non-prion"
"50",0.779340392909944,0.319668289273977,"non-prion"
"51",0.0557660411577672,0.472990954993293,"non-prion"
"52",0.991527961101383,0.0748389435466379,"non-prion"
"53",0.891731530195102,0.0373533132951707,"non-prion"
"54",0.640059689525515,0.176779690431431,"non-prion"
"55",0.131290873978287,0.396140695782378,"non-prion"
"56",0.0528619545511901,0.762418573722243,"non-prion"
"57",0.361148189986125,0.484047539299354,"non-prion"
"58",0.849106176290661,0.425475201336667,"non-prion"
"59",0.70491028460674,0.205709134927019,"non-prion"
"60",0.24945798330009,0.532759905792773,"non-prion"
"61",0.051213025348261,0.171327296644449,"non-prion"
"62",0.896555843297392,0.707697246689349,"prion"
"63",0.305443822639063,0.00715757044963539,"non-prion"
"64",0.101348351920024,0.140074336435646,"non-prion"
"65",0.68007137812674,0.339046678505838,"non-prion"
"66",0.47769304132089,0.299480373272672,"non-prion"
"67",0.00103144743479788,0.183720257133245,"non-prion"
"68",0.22988539095968,0.672660374082625,"non-prion"
"69",0.855723567074165,0.777843680698425,"prion"
"70",0.105463420739397,0.134074736619368,"non-prion"
"71",0.321521147852764,0.632129497127607,"non-prion"
"72",0.568740480113775,0.385899737244472,"non-prion"
"73",0.975230530370027,0.280563585925847,"non-prion"
"74",0.451119124423712,0.468777337577194,"non-prion"
"75",0.304140865337104,0.735511734616011,"prion"
"76",0.773751256521791,0.675306943478063,"prion"
"77",0.0912830068264157,0.590285848593339,"non-prion"
"78",0.13426843797788,0.0737669349182397,"non-prion"
"79",0.877061848994344,0.682415639515966,"prion"
"80",0.368832462467253,0.989369353512302,"prion"
"81",0.0452495831996202,0.113323089899495,"non-prion"
"82",0.715502798324451,0.243824138073251,"non-prion"
"83",0.500295480247587,0.910891881678253,"prion"
"84",0.30687974463217,0.774488860508427,"prion"
"85",0.921671259449795,0.215196950128302,"non-prion"
"86",0.355380927212536,0.287016510032117,"non-prion"
"87",0.423367592040449,0.57668693526648,"non-prion"
"88",0.486444337991998,0.317534886067733,"non-prion"
"89",0.191128890262917,0.624255265109241,"non-prion"
"90",0.0106194913387299,0.189972870517522,"non-prion"
"91",0.0652281276416034,0.0526780420914292,"non-prion"
"92",0.245398229220882,0.4874240194913,"non-prion"
"93",0.750867741648108,0.866958305705339,"prion"
"94",0.484475566772744,0.498676473973319,"non-prion"
"95",0.863772101234645,0.0880367381032556,"non-prion"
"96",0.470883085159585,0.985962523845956,"prion"
"97",0.68720041285269,0.844699933659285,"prion"
"98",0.523186274804175,0.598467560485005,"non-prion"
"99",0.867667784914374,0.850989647209644,"prion"
"100",0.286464641336352,0.622934567043558,"non-prion"
"101",0.492058232892305,0.709250874817371,"non-prion"
"102",0.425553571432829,0.962498127250001,"prion"
"103",0.831066596554592,0.674983291188255,"prion"
"104",0.243446862557903,0.097991339629516,"non-prion"
"105",0.321025713346899,0.670123227871954,"non-prion"
"106",0.899498337646946,0.367178552551195,"non-prion"
"107",0.489768347237259,0.135640266817063,"non-prion"
"108",0.271358926314861,0.739154592854902,"non-prion"
"109",0.638619539095089,0.338433140190318,"non-prion"
"110",0.776876184623688,0.798858413938433,"prion"
"111",0.823112973943353,0.720428346190602,"prion"
"112",0.592927899910137,0.392390738241374,"non-prion"
"113",0.639316405402496,0.927518834825605,"prion"
"114",0.15682106744498,0.652251722756773,"non-prion"
"115",0.0669647555332631,0.442152689211071,"non-prion"
"116",0.523030668031424,0.20629202760756,"non-prion"
"117",0.30070505826734,0.120753222843632,"non-prion"
"118",0.87043790682219,0.27203909563832,"non-prion"
"119",0.123534930637106,0.356864755740389,"non-prion"
"120",0.87667115801014,0.661282256478444,"prion"
"121",0.602394442539662,0.619152021594346,"prion"
"122",0.342359048081562,0.00459239026531577,"non-prion"
"123",0.794538658345118,0.235316987615079,"non-prion"
"124",0.619758835062385,0.101211401866749,"non-prion"
"125",0.756126372143626,0.0572505774907768,"non-prion"
"126",0.256365768844262,0.66651412146166,"non-prion"
"127",0.890898735960945,0.757212407421321,"prion"
"128",0.287191810552031,0.398535402258858,"non-prion"
"129",0.200901860371232,0.777399761369452,"non-prion"
"130",0.313743536127731,0.779374141944572,"non-prion"
"131",0.411273803096265,0.919206185033545,"prion"
"132",0.0741591344121844,0.695473321480677,"non-prion"
"133",0.985940395155922,0.39702905761078,"non-prion"
"134",0.268249188549817,0.0030327569693327,"non-prion"
"135",0.408039881847799,0.727614702656865,"non-prion"
"136",0.0697096104267985,0.12512217508629,"non-prion"
"137",0.895368985831738,0.851376848993823,"prion"
"138",0.108329210663214,0.3556271600537,"non-prion"
"139",0.213534419657663,0.0319866868667305,"non-prion"
"140",0.410713897552341,0.071858688024804,"non-prion"
"141",0.359748190967366,0.683659081347287,"non-prion"
"142",0.669466319261119,0.014409716008231,"non-prion"
"143",0.726182057755068,0.0533212216105312,"non-prion"
"144",0.45065558468923,0.220598384272307,"non-prion"
"145",0.198456503916532,0.0229386824648827,"non-prion"
"146",0.220690354006365,0.500606105895713,"non-prion"
"147",0.618800803087652,0.0816526194103062,"non-prion"
"148",0.424767112359405,0.11217321944423,"non-prion"
"149",0.895241394173354,0.859015999594703,"prion"
"150",0.602090532658622,0.863094492582604,"prion"
"151",0.692052316386253,0.518113176338375,"prion"
"152",0.784257045481354,0.470950915012509,"non-prion"
"153",0.847155173774809,0.919471010100096,"prion"
"154",0.332024994539097,0.241750644287094,"non-prion"
"155",0.15814221999608,0.365014744689688,"non-prion"
"156",0.343703965190798,0.361031500855461,"non-prion"
"157",0.499982841545716,0.907938538817689,"prion"
"158",0.0773836886510253,0.0952787746209651,"non-prion"
"159",0.256808647187427,0.0823605537880212,"non-prion"
"160",0.357548546046019,0.138440099311993,"non-prion"
"161",0.629895714111626,0.0396187922451645,"non-prion"
"162",0.337567709386349,0.697909976821393,"non-prion"
"163",0.391122674336657,0.00972115201875567,"non-prion"
"164",0.518139688996598,0.294196033850312,"non-prion"
"165",0.890904847066849,0.249706663191319,"non-prion"
"166",0.533530584769323,0.145544013474137,"non-prion"
"167",0.410131373908371,0.347308295313269,"non-prion"
"168",0.2149404338561,0.675633603706956,"non-prion"
"169",0.122631296748295,0.805527546675876,"non-prion"
"170",0.655490538105369,0.251206174027175,"non-prion"
"171",0.233581479638815,0.764540769625455,"non-prion"
"172",0.113240779144689,0.557344635482877,"non-prion"
"173",0.509888320462778,0.673978940816596,"non-prion"
"174",0.607836583629251,0.309308579890057,"non-prion"
"175",0.996910997433588,0.83344963286072,"prion"
"176",0.658200916368514,0.960453582694754,"prion"
"177",0.656557654263452,0.347538380417973,"non-prion"
"178",0.0284049508627504,0.0391229074448347,"non-prion"
"179",0.146687779808417,0.671782162040472,"non-prion"
"180",0.840866902610287,0.913879334926605,"prion"
"181",0.523805297678337,0.47346321051009,"non-prion"
"182",0.22483608382754,0.987229194724932,"prion"
"183",0.336158466758206,0.594237893354148,"non-prion"
"184",0.224626709707081,0.133399980841205,"non-prion"
"185",0.502987156854942,0.291002655867487,"non-prion"
"186",0.994123362004757,0.0115722012706101,"non-prion"
"187",0.0226847648154944,0.179589248495176,"non-prion"
"188",0.653554247925058,0.763852992327884,"prion"
"189",0.637214926304296,0.619290145346895,"non-prion"
"190",0.442488432396203,0.00281384796835482,"non-prion"
"191",0.333512839628384,0.642926460597664,"non-prion"
"192",0.945709742372856,0.216046338435262,"non-prion"
"193",0.63211323437281,0.346972799161449,"non-prion"
"194",0.823959215311334,0.356257546693087,"non-prion"
"195",0.646955793723464,0.60882454062812,"non-prion"
"196",0.607906772755086,0.230694958474487,"non-prion"
"197",0.151989590376616,0.526515908772126,"non-prion"
"198",0.315968270180747,0.579500852152705,"non-prion"
"199",0.285781153477728,0.535618658643216,"non-prion"
"200",0.105224868748337,0.255856394534931,"non-prion"
"201",0.438094104640186,0.111413746140897,"non-prion"
"202",0.235465272329748,0.567575317341834,"non-prion"
"203",0.594045929377899,0.0340766103472561,"non-prion"
"204",0.171771600143984,0.644575332524255,"non-prion"
"205",0.693012369796634,0.22515017981641,"non-prion"
"206",0.0118684330955148,0.330879152286798,"non-prion"
"207",0.52524455357343,0.341081010643393,"non-prion"
"208",0.932244201889262,0.175927799427882,"non-prion"
"209",0.465981205459684,0.672087135957554,"non-prion"
"210",0.117732773767784,0.419306680094451,"non-prion"
"211",0.445568211842328,0.634079574607313,"non-prion"
"212",0.359410287579522,0.0117100633215159,"non-prion"
"213",0.73786484147422,0.571312454063445,"prion"
"214",0.253092552069575,0.565095529425889,"non-prion"
"215",0.878760801628232,0.0556062534451485,"non-prion"
"216",0.105325490003452,0.463728738250211,"non-prion"
"217",0.497542315162718,0.260938380146399,"non-prion"
"218",0.669527586782351,0.521723707905039,"non-prion"
"219",0.202484645415097,0.623529053293169,"non-prion"
"220",0.424091947963461,0.669018510263413,"non-prion"
"221",0.0874907495453954,0.127121665049344,"non-prion"
"222",0.680173600325361,0.86888321954757,"prion"
"223",0.247345097595826,0.719590921420604,"prion"
"224",0.929983521578833,0.729358575772494,"prion"
"225",0.491279876092449,0.536475608823821,"non-prion"
"226",0.273039346560836,0.386303681414574,"non-prion"
"227",0.611174459569156,0.26475684531033,"non-prion"
"228",0.0512688467279077,0.581126410048455,"non-prion"
"229",0.607883759308606,0.644214073196054,"non-prion"
"230",0.751724125118926,0.145525714848191,"non-prion"
"231",0.967794664669782,0.114253682782874,"non-prion"
"232",0.869436100358143,0.162260364275426,"non-prion"
"233",0.665366583503783,0.832823850912973,"prion"
"234",0.0647004710044712,0.47502813837491,"non-prion"
"235",0.833165298914537,0.496464440366253,"non-prion"
"236",0.677329609636217,0.20337188965641,"non-prion"
"237",0.740433350205421,0.131460483651608,"non-prion"
"238",0.664573634974658,0.579338501906022,"non-prion"
"239",0.925261182012036,0.24286250048317,"non-prion"
"240",0.140953797847033,0.270123678026721,"non-prion"
"241",0.239695728057995,0.203588629839942,"non-prion"
"242",0.130009083077312,0.202099953778088,"non-prion"
"243",0.161562335910276,0.690645074937493,"non-prion"
"244",0.0158705885987729,0.565665195230395,"non-prion"
"245",0.494469571392983,0.266056741587818,"non-prion"
"246",0.853554066736251,0.61850757477805,"prion"
"247",0.769921783125028,0.138289972441271,"non-prion"
"248",0.251446254551411,0.471389699960127,"non-prion"
"249",0.831097788875923,0.960600836668164,"prion"
"250",0.387420690851286,0.408478745026514,"non-prion"
"251",0.527900681132451,0.0346577793825418,"non-prion"
"252",0.393115608254448,0.669073381694034,"non-prion"
"253",0.780347175663337,0.30686698295176,"non-prion"
"254",0.394461126998067,0.342192804906517,"non-prion"
"255",0.734561650082469,0.0185143896378577,"non-prion"
"256",0.740578724304214,0.969224888598546,"prion"
"257",0.72162689245306,0.390150960767642,"non-prion"
"258",0.363767840201035,0.676999293034896,"non-prion"
"259",0.118618822889403,0.416584668215364,"non-prion"
"260",0.0591419578995556,0.0531324734911323,"non-prion"
"261",0.1769301565364,0.496323171304539,"non-prion"
"262",0.676866720896214,0.420572524424642,"non-prion"
"263",0.542488941224292,0.0974053090903908,"non-prion"
"264",0.640890119597316,0.354591459967196,"non-prion"
"265",0.407425019191578,0.940946051850915,"prion"
"266",0.64561865106225,0.294307972537354,"non-prion"
"267",0.0777146592736244,0.826767186634243,"non-prion"
"268",0.462137731257826,0.0803527415264398,"non-prion"
"269",0.459966209484264,0.410514210816473,"non-prion"
"270",0.236744478344917,0.389816625742242,"non-prion"
"271",0.778782344888896,0.439594504889101,"non-prion"
"272",0.204605212435126,0.728391697164625,"non-prion"
"273",0.0870290098246187,0.493041798472404,"non-prion"
"274",0.645242580678314,0.268819337710738,"non-prion"
"275",0.970654295990244,0.190447057364509,"non-prion"
"276",0.996192998252809,0.802566258935258,"prion"
"277",0.671753387898207,0.835982455406338,"prion"
"278",0.00894513097591698,0.144107220228761,"non-prion"
"279",0.820102801546454,0.311886828625575,"non-prion"
"280",0.841454445384443,0.344335234956816,"non-prion"
"281",0.522121221525595,0.939047221327201,"prion"
"282",0.610489946324378,0.523990486050025,"non-prion"
"283",0.22868268773891,0.746411884902045,"non-prion"
"284",0.0335803469642997,0.614890071097761,"non-prion"
"285",0.353436864679679,0.320197692373767,"non-prion"
"286",0.192150076152757,0.0280244194436818,"non-prion"
"287",0.748237324878573,0.0488625082653016,"non-prion"
"288",0.647317343624309,0.517030854243785,"non-prion"
"289",0.436486484017223,0.379779847571626,"non-prion"
"290",0.042157583637163,0.831815219018608,"non-prion"
"291",0.56627880781889,0.218983991304412,"non-prion"
"292",0.644624951994047,0.16961936140433,"non-prion"
"293",0.672922278288752,0.812515999190509,"prion"
"294",0.702039719559252,0.483402815181762,"non-prion"
"295",0.322656779317185,0.284577835584059,"non-prion"
"296",0.85112813510932,0.93587965448387,"prion"
"297",0.987923681037501,0.299931263085455,"non-prion"
"298",0.610118409385905,0.116592646110803,"non-prion"
"299",0.0786835737526417,0.193377632880583,"non-prion"
"300",0.278538225917146,0.608567251125351,"non-prion"
"301",0.561453381320462,0.140462414128706,"non-prion"
"302",0.0815439738798887,0.210365363163874,"non-prion"
"303",0.588072327896953,0.445836583152413,"non-prion"
"304",0.9673805271741,0.110118236858398,"non-prion"
"305",0.473564936080948,0.549537883605808,"non-prion"
"306",0.335340081714094,0.96648216014728,"prion"
"307",0.23629929125309,0.979284937959164,"prion"
"308",0.894814776955172,0.927256534574553,"prion"
"309",0.78784526581876,0.0497780840378255,"non-prion"
"310",0.724687914829701,0.798862981842831,"prion"
"311",0.822639121674001,0.451348982285708,"non-prion"
"312",0.709411987569183,0.813067725626752,"prion"
"313",0.0879065878689289,0.739932879339904,"non-prion"
"314",0.55788489873521,0.52774874935858,"non-prion"
"315",0.988856797106564,0.960981847485527,"prion"
"316",0.906386996852234,0.954332018038258,"prion"
"317",0.934492726111785,0.863967309705913,"prion"
"318",0.47295325063169,0.149272654205561,"non-prion"
"319",0.676923698745668,0.497128636110574,"non-prion"
"320",0.575942400377244,0.512534268200397,"non-prion"
"321",0.366484525846317,0.647086676210165,"non-prion"
"322",0.861841851379722,0.809524052776396,"prion"
"323",0.113929474027827,0.437513324199244,"non-prion"
"324",0.841292202705517,0.278506698086858,"non-prion"
"325",0.157274022931233,0.770039150957018,"non-prion"
"326",0.508895700564608,0.116734323091805,"non-prion"
"327",0.646133391652256,0.365142648108304,"non-prion"
"328",0.384204739704728,0.957886279327795,"prion"
"329",0.785141125321388,0.90407943399623,"prion"
"330",0.74294555792585,0.494365960592404,"non-prion"
"331",0.587739953538403,0.938726784195751,"prion"
"332",0.96949457237497,0.535710658179596,"prion"
"333",0.983461920404807,0.0988036848139018,"non-prion"
"334",0.0362301706336439,0.531934073427692,"non-prion"
"335",0.992371930507943,0.858614216558635,"prion"
"336",0.237779541872442,0.114284505601972,"non-prion"
"337",0.24410540657118,0.365756310988218,"non-prion"
"338",0.0362483889330178,0.761764661408961,"non-prion"
"339",0.777466930449009,0.965987799456343,"prion"
"340",0.135294517502189,0.607927641365677,"non-prion"
"341",0.219256339827552,0.818810583557934,"non-prion"
"342",0.860771630890667,0.838295971043408,"prion"
"343",0.061654926976189,0.643131810938939,"non-prion"
"344",0.608262015506625,0.826020228909329,"prion"
"345",0.183534682262689,0.0138100399635732,"non-prion"
"346",0.0805231076665223,0.33363019907847,"non-prion"
"347",0.888987361220643,0.160254935268313,"non-prion"
"348",0.0858031683601439,0.243775156326592,"non-prion"
"349",0.260559339774773,0.378361682174727,"non-prion"
"350",0.505315536865965,0.0512721110135317,"non-prion"
"351",0.546678678132594,0.852993104606867,"prion"
"352",0.265653487062082,0.472459441516548,"non-prion"
"353",0.513881330378354,0.216164624551311,"non-prion"
"354",0.475094703724608,0.0147209241986275,"non-prion"
"355",0.294448321685195,0.0408952587749809,"non-prion"
"356",0.465609690640122,0.352157876361161,"non-prion"
"357",0.557692797388881,0.573773727519438,"non-prion"
"358",0.336933841463178,0.0670395425986499,"non-prion"
"359",0.871980484575033,0.34883525245823,"non-prion"
"360",0.215118620544672,0.100908048916608,"non-prion"
"361",0.224220567382872,0.234425969189033,"non-prion"
"362",0.15937455650419,0.610040460014716,"non-prion"
"363",0.453340709675103,0.393311912892386,"non-prion"
"364",0.127237143693492,0.107316709356382,"non-prion"
"365",0.165302974171937,0.682051250478253,"non-prion"
"366",0.940012254752219,0.697056383127347,"prion"
"367",0.616460056509823,0.313729465473443,"non-prion"
"368",0.217134531121701,0.0508583751507103,"non-prion"
"369",0.0737124097067863,0.247752051567659,"non-prion"
"370",0.717106090392917,0.898845759918913,"prion"
"371",0.052630890160799,0.799565220018849,"non-prion"
"372",0.171581605216488,0.484946831827983,"non-prion"
"373",0.390540724387392,0.701995030045509,"prion"
"374",0.435527662513778,0.484489892609417,"non-prion"
"375",0.905062496196479,0.36765645025298,"non-prion"
"376",0.818467002362013,0.810144106857479,"prion"
"377",0.121643969323486,0.674570445902646,"non-prion"
"378",0.931731921387836,0.282254859339446,"non-prion"
"379",0.00942605105228722,0.163346176035702,"non-prion"
"380",0.0874888121616095,0.0107810006011277,"non-prion"
"381",0.368723055580631,0.246409531449899,"non-prion"
"382",0.56846770667471,0.627173828426749,"non-prion"
"383",0.772662763250992,0.192228907253593,"non-prion"
"384",0.362665177090093,0.939733584877104,"prion"
"385",0.326801742892712,0.971913151908666,"prion"
"386",0.343787321820855,0.563422966515645,"non-prion"
"387",0.739119315054268,0.432233898900449,"non-prion"
"388",0.676179370610043,0.861473365221173,"prion"
"389",0.938788937171921,0.312160914298147,"non-prion"
"390",0.660746699664742,0.963831652188674,"prion"
"391",0.315954606281593,0.747048077639192,"non-prion"
"392",0.423632075544447,0.259335363283753,"non-prion"
"393",0.733329280978069,0.0451530024874955,"non-prion"
"394",0.778930933447555,0.760675683384761,"prion"
"395",0.0659800879657269,0.530750459758565,"non-prion"
"396",0.684362377272919,0.902542964089662,"prion"
"397",0.398520661517978,0.217671203892678,"non-prion"
"398",0.452452380210161,0.398353471187875,"non-prion"
"399",0.873606612440199,0.767734248191118,"prion"
"400",0.922655221773311,0.403740073321387,"non-prion"
"401",0.905716903973371,0.849998692283407,"prion"
"402",0.896575453225523,0.327097608940676,"non-prion"
"403",0.422733433544636,0.913041403284296,"prion"
"404",0.192131298827007,0.422014862066135,"non-prion"
"405",0.271514661144465,0.563405993394554,"non-prion"
"406",0.167603122536093,0.290523008210585,"non-prion"
"407",0.260016937041655,0.239171006716788,"non-prion"
"408",0.0159255487378687,0.769806760363281,"non-prion"
"409",0.962906218832359,0.290318813174963,"non-prion"
"410",0.791246015112847,0.823146964656189,"prion"
"411",0.92632210906595,0.885731528978795,"prion"
"412",0.0591572567354888,0.727694388478994,"non-prion"
"413",0.632444367511198,0.590658775763586,"non-prion"
"414",0.521754052722827,0.272906350670382,"non-prion"
"415",0.964223633753136,0.935984403127804,"prion"
"416",0.295920264907181,0.706147678894922,"non-prion"
"417",0.380407032091171,0.10152981756255,"non-prion"
"418",0.675833322573453,0.541659337701276,"non-prion"
"419",0.392904565203935,0.943738612113521,"prion"
"420",0.591779740294442,0.819783793529496,"prion"
"421",0.994465132243931,0.978041445370764,"prion"
"422",0.894217722816393,0.944675447652116,"prion"
"423",0.0725810970179737,0.173455908661708,"non-prion"
"424",0.880435901228338,0.166085506789386,"non-prion"
"425",0.86385107296519,0.700611108681187,"prion"
"426",0.454932194435969,0.435351041844115,"non-prion"
"427",0.497691350989044,0.887066632276401,"prion"
"428",0.530314470408484,0.906450326321647,"prion"
"429",0.82152312179096,0.339388564694673,"non-prion"
"430",0.181413156911731,0.811547728488222,"prion"
"431",0.262738139135763,0.778172353748232,"non-prion"
"432",0.185085760662332,0.0565900579094887,"non-prion"
"433",0.682265247683972,0.285354294115677,"non-prion"
"434",0.832273680716753,0.93272311729379,"prion"
"435",0.869550969684497,0.41788723366335,"non-prion"
"436",0.272265078732744,0.112023950088769,"non-prion"
"437",0.588299125432968,0.0299709907267243,"non-prion"
"438",0.554418317973614,0.653783372137696,"non-prion"
"439",0.835843269713223,0.920296476455405,"prion"
"440",0.596169817494228,0.425437386147678,"non-prion"
"441",0.0111260109115392,0.516125173540786,"non-prion"
"442",0.42079188907519,0.0367180856410414,"non-prion"
"443",0.699932731455192,0.964709521271288,"prion"
"444",0.351927194511518,0.526581799611449,"non-prion"
"445",0.0898307114839554,0.375441018491983,"non-prion"
"446",0.788154403213412,0.853265762096271,"prion"
"447",0.360834510298446,0.000100769801065326,"non-prion"
"448",0.653091383632272,0.549697295296937,"non-prion"
"449",0.487225894583389,0.250460063805804,"non-prion"
"450",0.62387302168645,0.017973251407966,"non-prion"
"451",0.296254242071882,0.961231377907097,"prion"
"452",0.448463460430503,0.922474970808253,"prion"
"453",0.131614443380386,0.13281974196434,"non-prion"
"454",0.798707020934671,0.859182748943567,"prion"
"455",0.380787815898657,0.409283478977159,"non-prion"
"456",0.580494781956077,0.414046668913215,"non-prion"
"457",0.510308017255738,0.0349298324435949,"non-prion"
"458",0.57382864644751,0.149279713863507,"non-prion"
"459",0.135209676809609,0.727259245701134,"non-prion"
"460",0.547222054330632,0.316613467410207,"non-prion"
"461",0.575458581326529,0.63866424956359,"non-prion"
"462",0.809986476553604,0.955071652773768,"prion"
"463",0.557184437755495,0.288872730219737,"non-prion"
"464",0.216997233452275,0.359509054105729,"non-prion"
"465",0.110805021133274,0.0534672648645937,"non-prion"
"466",0.181191457435489,0.51209044107236,"non-prion"
"467",0.0662079835310578,0.31262779654935,"non-prion"
"468",0.986128488555551,0.379500549053773,"prion"
"469",0.79644462140277,0.45725863147527,"prion"
"470",0.392123867059126,0.52015228732489,"non-prion"
"471",0.236406719079241,0.192684306530282,"non-prion"
"472",0.0860214475542307,0.25809293682687,"non-prion"
"473",0.198210313683376,0.638578049838543,"non-prion"
"474",0.340354657964781,0.00663275201804936,"non-prion"
"475",0.400490328436717,0.71397999371402,"non-prion"
"476",0.906438790960237,0.881943738088012,"prion"
"477",0.157444183714688,0.0698130105156451,"non-prion"
"478",0.376928206533194,0.40306218364276,"non-prion"
"479",0.208082028431818,0.554051825776696,"non-prion"
"480",0.386567372363061,0.464930676389486,"non-prion"
"481",0.741668437840417,0.154108152259141,"non-prion"
"482",0.810049787862226,0.36288969242014,"non-prion"
"483",0.164266006089747,0.00376732740551233,"non-prion"
"484",0.110524696065113,0.36289675347507,"non-prion"
